gender,age,ref_total,ref_wages,ref_cg,ref_other,total_income,wages,capital_gains,other_income,err_total,err_wages,err_cg,err_other,age_bin
Male,69,10437400.0,2517800.0,1792600.0,6126000.0,7749800.638236978,530966.2346880366,1796526.1866056097,5422308.216943331,-2687599.361763022,-1986833.7653119634,3926.1866056097206,-703691.7830566689,"[60, 70)"
Male,70,9982000.0,1624000.0,1771000.0,6586000.0,7869677.203777905,405387.21808815113,1793069.570120206,5671220.415569548,-2112322.7962220954,-1218612.7819118488,22069.570120206103,-914779.5844304524,"[70, 80)"
Male,71,9761000.0,1402400.0,1788800.0,6568800.0,7933886.98125404,307603.53135100193,1798393.173238526,5827890.276664512,-1827113.0187459597,-1094796.468648998,9593.173238526098,-740909.7233354878,"[70, 80)"
Male,72,9540000.0,1180800.0,1806600.0,6551600.0,7954750.337365591,236002.375672043,1807384.807123656,5911363.154569892,-1585249.662634409,-944797.6243279569,784.807123655919,-640236.8454301078,"[70, 80)"
Male,73,9319000.0,959200.0,1824400.0,6534400.0,7910620.122292994,191551.35031847135,1826601.7624203821,5892467.00955414,-1408379.8777070064,-767648.6496815287,2201.762420382118,-641932.9904458597,"[70, 80)"
Male,74,9098000.0,737600.0,1842200.0,6517200.0,7823168.208392603,154178.57112375533,1820794.6564722618,5848194.980796586,-1274831.7916073967,-583421.4288762447,-21405.343527738238,-669005.0192034142,"[70, 80)"
Male,75,8877000.0,516000.0,1860000.0,6500000.0,7769566.324704142,123071.22485207101,1795888.8210059172,5850606.278846154,-1107433.6752958577,-392928.775147929,-64111.178994082846,-649393.721153846,"[70, 80)"
Male,76,8697200.0,461000.0,1774400.0,6460800.0,7672303.818322982,99051.48913043478,1750596.0621118012,5822656.267080746,-1024896.1816770183,-361948.5108695652,-23803.937888198765,-638143.7329192543,"[70, 80)"
Male,77,8517400.0,406000.0,1688800.0,6421600.0,7564154.503484321,81085.87369337979,1695533.6167247386,5787535.013066202,-953245.4965156792,-324914.1263066202,6733.616724738618,-634064.9869337976,"[70, 80)"
Male,78,8337600.0,351000.0,1603200.0,6382400.0,7401177.447080292,70043.16788321167,1599873.318430657,5731260.9607664235,-936422.5529197082,-280956.8321167883,-3326.681569342967,-651139.0392335765,"[70, 80)"
Male,79,8157800.0,296000.0,1517600.0,6343200.0,7269041.021008403,60278.84978991596,1540797.2426470588,5667964.928571428,-888758.978991597,-235721.15021008404,23197.242647058796,-675235.0714285718,"[70, 80)"
Male,80,7978000.0,241000.0,1432000.0,6304000.0,7148728.640043763,51431.2056892779,1502657.5984682713,5594639.835886215,-829271.3599562366,-189568.7943107221,70657.59846827132,-709360.1641137851,"[80, 90)"
Male,81,7860000.0,212800.0,1472200.0,6174000.0,7082607.652226234,43386.8219013237,1495151.1227436822,5544069.707581228,-777392.3477737661,-169413.1780986763,22951.122743682237,-629930.2924187724,"[80, 90)"
Male,82,7742000.0,184600.0,1512400.0,6044000.0,6976732.734604105,36932.83870967742,1514262.3680351905,5425537.527859238,-765267.2653958946,-147667.16129032258,1862.368035190506,-618462.472140762,"[80, 90)"
Male,83,7624000.0,156400.0,1552600.0,5914000.0,6902825.361666666,31122.138333333332,1555173.2466666666,5316529.976666667,-721174.6383333337,-125277.86166666666,2573.246666666586,-597470.0233333334,"[80, 90)"
Male,84,7506000.0,128200.0,1592800.0,5784000.0,6829967.930232558,26844.79069767442,1589749.7495527728,5213373.389982111,-676032.0697674416,-101355.20930232559,-3050.250447227154,-570626.6100178892,"[80, 90)"
Male,85,7388000.0,100000.0,1633000.0,5654000.0,6781140.962075848,23439.45109780439,1605665.2255489023,5152036.2854291415,-606859.0379241519,-76560.54890219562,-27334.774451097706,-501963.7145708585,"[80, 90)"
Male,86,7388000.0,100000.0,1633000.0,5654000.0,6648231.7290322585,21071.10322580645,1608645.2688172043,5018515.356989248,-739768.2709677415,-78928.89677419355,-24354.731182795716,-635484.6430107523,"[80, 90)"
Male,87,7388000.0,100000.0,1633000.0,5654000.0,6642985.482993198,19729.521541950115,1607471.4081632653,5015784.553287982,-745014.5170068024,-80270.47845804988,-25528.591836734675,-638215.446712018,"[80, 90)"
Male,88,7388000.0,100000.0,1633000.0,5654000.0,6593814.692307692,19544.71301775148,1597218.0443786983,4977051.934911243,-794185.307692308,-80455.28698224852,-35781.95562130166,-676948.0650887573,"[80, 90)"
Male,89,7388000.0,100000.0,1633000.0,5654000.0,6557017.720257235,19436.334405144695,1576707.961414791,4960873.424437299,-830982.2797427652,-80563.66559485531,-56292.038585209055,-693126.5755627006,"[80, 90)"
Male,90,7388000.0,100000.0,1633000.0,5654000.0,6496863.257575758,19323.594696969696,1575294.9318181819,4902244.731060606,-891136.7424242422,-80676.4053030303,-57705.06818181812,-751755.2689393936,"[90, 120)"
Male,91,7388000.0,100000.0,1633000.0,5654000.0,6470199.270833333,19106.760416666668,1569665.34375,4881427.166666667,-917800.729166667,-80893.23958333333,-63334.65625,-772572.833333333,"[90, 120)"
Male,92,7388000.0,100000.0,1633000.0,5654000.0,6340326.742857143,19055.514285714286,1524928.7523809525,4796342.476190476,-1047673.2571428567,-80944.48571428572,-108071.24761904753,-857657.5238095243,"[90, 120)"
Male,93,7388000.0,100000.0,1633000.0,5654000.0,6372091.80319149,18825.313829787236,1530574.670212766,4822691.819148936,-1015908.1968085105,-81174.68617021276,-102425.32978723408,-831308.1808510637,"[90, 120)"
Male,94,7388000.0,100000.0,1633000.0,5654000.0,6284420.955752213,18586.40707964602,1530911.9734513275,4734922.575221239,-1103579.0442477874,-81413.59292035399,-102088.02654867247,-919077.4247787613,"[90, 120)"
Male,95,7388000.0,100000.0,1633000.0,5654000.0,6259260.26744186,18694.31395348837,1506749.4767441861,4733816.476744186,-1128739.7325581396,-81305.68604651163,-126250.52325581387,-920183.5232558139,"[90, 120)"
Male,96,7388000.0,100000.0,1633000.0,5654000.0,6251433.515625,18414.46875,1478133.03125,4754886.015625,-1136566.484375,-81585.53125,-154866.96875,-899113.984375,"[90, 120)"
Male,97,7388000.0,100000.0,1633000.0,5654000.0,6061122.12244898,17968.183673469386,1492751.8163265307,4550402.12244898,-1326877.8775510201,-82031.81632653062,-140248.18367346935,-1103597.8775510201,"[90, 120)"
Male,98,7388000.0,100000.0,1633000.0,5654000.0,5986835.344827586,17548.0,1458565.103448276,4510722.24137931,-1401164.6551724141,-82452.0,-174434.89655172406,-1143277.7586206896,"[90, 120)"
Male,99,7388000.0,100000.0,1633000.0,5654000.0,6097992.96,17748.56,1494235.64,4586008.76,-1290007.04,-82251.44,-138764.3600000001,-1067991.2400000002,"[90, 120)"
Male,100,7388000.0,100000.0,1633000.0,5654000.0,6007585.333333333,17458.5,1444656.8333333333,4545470.0,-1380414.666666667,-82541.5,-188343.16666666674,-1108530.0,"[90, 120)"
Male,101,7388000.0,100000.0,1633000.0,5654000.0,5970704.4,18016.0,1400806.6,4551881.8,-1417295.5999999996,-81984.0,-232193.3999999999,-1102118.2000000002,"[90, 120)"
Male,102,7388000.0,100000.0,1633000.0,5654000.0,0.0,0.0,0.0,0.0,-7388000.0,-100000.0,-1633000.0,-5654000.0,"[90, 120)"
Male,103,7388000.0,100000.0,1633000.0,5654000.0,6048481.5,17915.0,1409719.5,4620847.0,-1339518.5,-82085.0,-223280.5,-1033153.0,"[90, 120)"
Male,104,7388000.0,100000.0,1633000.0,5654000.0,0.0,0.0,0.0,0.0,-7388000.0,-100000.0,-1633000.0,-5654000.0,"[90, 120)"
Male,105,7388000.0,100000.0,1633000.0,5654000.0,5697959.0,16761.0,1296393.0,4384805.0,-1690041.0,-83239.0,-336607.0,-1269195.0,"[90, 120)"
Male,106,7388000.0,100000.0,1633000.0,5654000.0,0.0,0.0,0.0,0.0,-7388000.0,-100000.0,-1633000.0,-5654000.0,"[90, 120)"
Male,107,7388000.0,100000.0,1633000.0,5654000.0,0.0,0.0,0.0,0.0,-7388000.0,-100000.0,-1633000.0,-5654000.0,"[90, 120)"
Male,108,7388000.0,100000.0,1633000.0,5654000.0,0.0,0.0,0.0,0.0,-7388000.0,-100000.0,-1633000.0,-5654000.0,"[90, 120)"
Male,109,7388000.0,100000.0,1633000.0,5654000.0,0.0,0.0,0.0,0.0,-7388000.0,-100000.0,-1633000.0,-5654000.0,"[90, 120)"
